Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
09/05/2023,2023,100782,Tumblers,Bathroom supplies,John Smith,Washington,$8.00,USD,$8.00,51,$408.00,Universal Supply Co.,51,$0.00,$408.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$15.50
10/05/2023,2023,100782,Eye Bolts,Hardware supplies,John Smith,Colorado,$1.50,USD,$1.50,34,$51.00,Universal Supply Co.,20,$20.40,$30.60,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$1.94
11/05/2023,2023,100782,Pull Handles,Hardware supplies,John Smith,Nevada,$7.00,USD,$7.00,48,$336.00,Universal Supply Co.,10,$268.80,$67.20,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$12.77
12/05/2023,2023,100782,Salt and Pepper Shakers,Home Decor,John Smith,Nevada,$12.00,USD,$12.00,27,$324.00,Universal Supply Co.,22,$64.80,$259.20,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$12.31
13/05/2023,2023,100782,Hand Saws,Hardware supplies,John Smith,California,$15.00,USD,$15.00,15,$225.00,Universal Supply Co.,8,$112.50,$112.50,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$8.55
14/05/2023,2023,100783,Bird Feeders,Gardening supplies,Jessica Brown,Nevada,$15.00,USD,$15.00,5,$75.00,Superior General Supplies,5,$0.00,$75.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$0.60
15/05/2023,2023,100784,Paint Brushes,Hardware supplies,John Smith,Washington,$3.00,USD,$3.00,20,$60.00,Universal Supply Co.,14,$18.00,$42.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$2.34
16/05/2023,2023,100784,Mechanical Pencils,School supplies,John Smith,Idaho,$0.70,USD,$0.70,45,$31.50,Universal Supply Co.,14,$22.05,$9.45,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$1.23
17/05/2023,2023,100784,Garden Gnomes,Gardening supplies,John Smith,Arizona,$12.00,USD,$12.00,11,$132.00,Universal Supply Co.,3,$92.40,$39.60,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$5.15
18/05/2023,2023,100784,Combination Locks,Hardware supplies,John Smith,Idaho,$12.00,USD,$12.00,9,$108.00,Universal Supply Co.,9,$0.00,$108.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$4.21
19/05/2023,2023,100784,Outdoor Clocks,Gardening supplies,John Smith,Washington,$20.00,USD,$20.00,26,$520.00,Universal Supply Co.,26,$0.00,$520.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$20.28
20/05/2023,2023,100784,Shower Caddies,Bathroom supplies,John Smith,California,$20.00,USD,$20.00,11,$220.00,Universal Supply Co.,9,$44.00,$176.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$8.58
21/05/2023,2023,100784,Levels,Hardware supplies,John Smith,Nevada,$15.00,USD,$15.00,50,$750.00,Universal Supply Co.,50,$0.00,$750.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$29.25
22/05/2023,2023,100785,Shower Squeegees,Bathroom supplies,Jessica Brown,Washington,$12.00,USD,$12.00,46,$552.00,Superior General Supplies,41,$55.20,$496.80,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
23/05/2023,2023,100785,Work Gloves,Hardware supplies,Jessica Brown,Idaho,$5.00,USD,$5.00,27,$135.00,Superior General Supplies,14,$67.50,$67.50,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
24/05/2023,2023,100785,Safety Barricades,Hardware supplies,Jessica Brown,Idaho,$20.00,USD,$20.00,42,$840.00,Superior General Supplies,8,$672.00,$168.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
25/05/2023,2023,100785,Caution Tapes,Hardware supplies,Jessica Brown,Utah,$5.00,USD,$5.00,32,$160.00,Superior General Supplies,32,$0.00,$160.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
26/05/2023,2023,100785,Trash Cans,Bathroom supplies,Jessica Brown,Idaho,$20.00,USD,$20.00,20,$400.00,Superior General Supplies,20,$0.00,$400.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
27/05/2023,2023,100785,Carabiners,Hardware supplies,Jessica Brown,New Mexico,$2.50,USD,$2.50,18,$45.00,Superior General Supplies,18,$0.00,$45.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
28/05/2023,2023,100785,Hammers,Hardware supplies,Jessica Brown,Utah,$10.00,USD,$10.00,10,$100.00,Superior General Supplies,9,$10.00,$90.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
29/05/2023,2023,100785,Curtains,Home Decor,Jessica Brown,Washington,$40.00,USD,$40.00,33,"$1,320.00",Superior General Supplies,33,$0.00,"$1,320.00","""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
30/05/2023,2023,100786,Gel Pens,School supplies,Michael Williams,Arizona,$1.20,USD,$1.20,46,$55.20,Global Essentials Inc.,23,$27.60,$27.60,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$2.10
31/05/2023,2023,100786,Cutting Boards,Home Decor,Michael Williams,Arizona,$25.00,USD,$25.00,48,"$1,200.00",Global Essentials Inc.,14,$840.00,$360.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$45.60
01/06/2023,2023,100786,Toothbrush Holders,Bathroom supplies,Michael Williams,Washington,$10.00,USD,$10.00,1,$10.00,Global Essentials Inc.,1,$0.00,$10.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$0.38
02/06/2023,2023,100786,Decorative Baskets,Home Decor,Michael Williams,Oregon,$20.00,USD,$20.00,29,$580.00,Global Essentials Inc.,6,$464.00,$116.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$22.04
03/06/2023,2023,100786,Fire Extinguishers,Hardware supplies,Michael Williams,California,$40.00,USD,$40.00,42,"$1,680.00",Global Essentials Inc.,21,$840.00,$840.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$63.84
04/06/2023,2023,100786,Padlocks,Hardware supplies,Michael Williams,Washington,$8.00,USD,$8.00,37,$296.00,Global Essentials Inc.,15,$177.60,$118.40,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$11.25
05/06/2023,2023,100786,Mirrors,Home Decor,Michael Williams,New Mexico,$60.00,USD,$60.00,35,"$2,100.00",Global Essentials Inc.,28,$420.00,"$1,680.00","""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$79.80
06/06/2023,2023,100786,Safety Harnesses,Hardware supplies,Michael Williams,California,$50.00,USD,$50.00,6,$300.00,Global Essentials Inc.,6,$0.00,$300.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$11.40
07/06/2023,2023,100787,Laundry Baskets,Home Decor,Christopher Jones,Nevada,$25.00,USD,$25.00,46,"$1,150.00",All-Purpose Depot,46,$0.00,"$1,150.00","""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$64.40
08/06/2023,2023,100788,Shower Mats,Bathroom supplies,Michael Williams,Utah,$15.00,USD,$15.00,31,$465.00,Global Essentials Inc.,22,$139.50,$325.50,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$14.88
09/06/2023,2023,100789,Planting Bulbs,Gardening supplies,John Smith,New Mexico,$5.00,USD,$5.00,41,$205.00,Universal Supply Co.,12,$143.50,$61.50,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$6.56
10/06/2023,2023,100790,Picture Frames,Home Decor,Michael Williams,Washington,$12.00,USD,$12.00,23,$276.00,Global Essentials Inc.,23,$0.00,$276.00,"""Smart bargaining with the supplier led to a significant savings of 4.8% for the satisfied buyers.""",4.8,$13.25
11/06/2023,2023,100791,Watercolor Pencils,School supplies,Jessica Brown,Utah,$2.50,USD,$2.50,53,$132.50,Superior General Supplies,53,$0.00,$132.50,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$9.67
12/06/2023,2023,100792,Multi-purpose Cleaner,School supplies,Jessica Brown,California,$2.50,USD,$2.50,15,$37.50,Superior General Supplies,6,$22.50,$15.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$3.45
13/06/2023,2023,100793,Rulers,School supplies,John Smith,Washington,$1.50,USD,$1.50,18,$27.00,Universal Supply Co.,11,$10.80,$16.20,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$0.54
14/06/2023,2023,100794,Framed Wall Art,Home Decor,Michael Williams,Arizona,$50.00,USD,$50.00,42,"$2,100.00",Global Essentials Inc.,25,$840.00,"$1,260.00","""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$153.30
15/06/2023,2023,100795,Construction Paper,School supplies,Michael Williams,Idaho,$2.00,USD,$2.00,5,$10.00,Global Essentials Inc.,3,$4.00,$6.00,""" """,0,$0.00
16/06/2023,2023,100796,Shower Curtains Hooks,Bathroom supplies,Michael Williams,Colorado,$8.00,USD,$8.00,8,$64.00,Global Essentials Inc.,6,$12.80,$51.20,""" """,0,$0.00
17/06/2023,2023,100796,Pencil Cases,School supplies,Michael Williams,Arizona,$5.00,USD,$5.00,1,$5.00,Global Essentials Inc.,0,$3.00,$2.00,""" """,0,$0.00
18/06/2023,2023,100796,Lint Rollers,Home Decor,Michael Williams,Oregon,$5.00,USD,$5.00,14,$70.00,Global Essentials Inc.,14,$0.00,$70.00,""" """,0,$0.00
19/06/2023,2023,100796,Garment Racks,Home Decor,Michael Williams,Idaho,$40.00,USD,$40.00,7,$280.00,Global Essentials Inc.,7,$0.00,$280.00,""" """,0,$0.00
20/06/2023,2023,100796,Bath Toys for Kids,Bathroom supplies,Michael Williams,Washington,$10.00,USD,$10.00,6,$60.00,Global Essentials Inc.,2,$42.00,$18.00,""" """,0,$0.00
21/06/2023,2023,100796,Candles,Home Decor,Michael Williams,Colorado,$10.00,USD,$10.00,34,$340.00,Global Essentials Inc.,7,$272.00,$68.00,""" """,0,$0.00
22/06/2023,2023,100796,Hinges,Hardware supplies,Michael Williams,Oregon,$1.20,USD,$1.20,19,$22.80,Global Essentials Inc.,17,$2.28,$20.52,""" """,0,$0.00
23/06/2023,2023,100796,Bathroom Wall Art,Bathroom supplies,Michael Williams,California,$20.00,USD,$20.00,20,$400.00,Global Essentials Inc.,16,$80.00,$320.00,""" """,0,$0.00
24/06/2023,2023,100797,Watering Cans,Gardening supplies,Christopher Jones,Washington,$12.00,USD,$12.00,8,$96.00,All-Purpose Depot,8,$0.00,$96.00,"""Through shrewd negotiations, buyers were able to obtain savings of around 2.8% on their order.""",2.8,$2.69
25/06/2023,2023,100798,Spice Racks,Home Decor,Michael Williams,California,$20.00,USD,$20.00,38,$760.00,Global Essentials Inc.,15,$456.00,$304.00,""" """,0,$0.00
26/06/2023,2023,100798,Compost,Gardening supplies,Michael Williams,California,$20.00,USD,$20.00,24,$480.00,Global Essentials Inc.,17,$144.00,$336.00,""" """,0,$0.00
27/06/2023,2023,100798,Utility Knives,Hardware supplies,Michael Williams,Colorado,$5.00,USD,$5.00,44,$220.00,Global Essentials Inc.,18,$132.00,$88.00,""" """,0,$0.00
28/06/2023,2023,100798,Carbon Paper,School supplies,Michael Williams,Oregon,$1.00,USD,$1.00,42,$42.00,Global Essentials Inc.,17,$25.20,$16.80,""" """,0,$0.00
29/06/2023,2023,100798,Circular Saws,Hardware supplies,Michael Williams,New Mexico,$100.00,USD,$100.00,29,"$2,900.00",Global Essentials Inc.,26,$290.00,"$2,610.00",""" """,0,$0.00
30/06/2023,2023,100798,Tablet Stand,School supplies,Michael Williams,Idaho,$10.00,USD,$10.00,26,$260.00,Global Essentials Inc.,21,$52.00,$208.00,""" """,0,$0.00
01/07/2023,2023,100798,Wine Racks,Home Decor,Michael Williams,Arizona,$40.00,USD,$40.00,46,"$1,840.00",Global Essentials Inc.,32,$552.00,"$1,288.00",""" """,0,$0.00
02/07/2023,2023,100798,Nuts,Hardware supplies,Michael Williams,Nevada,$0.12,USD,$0.12,3,$0.36,Global Essentials Inc.,3,$0.00,$0.36,""" """,0,$0.00
03/07/2023,2023,100799,Hooks,Hardware supplies,John Smith,New Mexico,$0.80,USD,$0.80,38,$30.40,Universal Supply Co.,34,$3.04,$27.36,"""The buyers' efforts were rewarded with an excellent 9.90% savings from the supplier, leaving them delighted.""",9.9,$3.01
04/07/2023,2023,100800,Felt-tip Pens,School supplies,Jessica Brown,Arizona,$1.00,USD,$1.00,47,$47.00,Superior General Supplies,33,$14.10,$32.90,"""After tough negotiations, the buyers were disappointed to get 0% savings from the supplier.""",0,$0.00
05/07/2023,2023,100801,Spiral Notebooks,School supplies,Jessica Brown,Nevada,$2.50,USD,$2.50,48,$120.00,Superior General Supplies,19,$72.00,$48.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$2.40
06/07/2023,2023,100802,Chisels,Hardware supplies,Michael Williams,Colorado,$8.00,USD,$8.00,5,$40.00,Global Essentials Inc.,5,$0.00,$40.00,"""The negotiations fell through, and the buyers did not receive any savings, leaving them feeling downhearted.""",0,$0.00
07/07/2023,2023,100803,Laundry Hampers,Home Decor,Michael Williams,Oregon,$30.00,USD,$30.00,40,"$1,200.00",Global Essentials Inc.,24,$480.00,$720.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$9.60
08/07/2023,2023,100803,Drawer Slides,Hardware supplies,Michael Williams,New Mexico,$5.00,USD,$5.00,43,$215.00,Global Essentials Inc.,4,$193.50,$21.50,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$1.72
09/07/2023,2023,100803,Solar Lights,Gardening supplies,Michael Williams,New Mexico,$15.00,USD,$15.00,23,$345.00,Global Essentials Inc.,12,$172.50,$172.50,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$2.76
10/07/2023,2023,100803,Book Covers,School supplies,Michael Williams,Colorado,$2.00,USD,$2.00,7,$14.00,Global Essentials Inc.,7,$0.00,$14.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$0.11
11/07/2023,2023,100803,Trowels,Hardware supplies,Michael Williams,Colorado,$5.00,USD,$5.00,51,$255.00,Global Essentials Inc.,41,$51.00,$204.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$2.04
12/07/2023,2023,100803,Toilet Paper Stands,Bathroom supplies,Michael Williams,Arizona,$12.00,USD,$12.00,1,$12.00,Global Essentials Inc.,0,$9.60,$2.40,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$0.10
13/07/2023,2023,100803,Accent Pillows,Home Decor,Michael Williams,Arizona,$25.00,USD,$25.00,8,$200.00,Global Essentials Inc.,7,$20.00,$180.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$1.60
14/07/2023,2023,100803,Power Drills,Hardware supplies,Michael Williams,Nevada,$50.00,USD,$50.00,11,$550.00,Global Essentials Inc.,6,$275.00,$275.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$4.40
15/07/2023,2023,100804,Cabinet Knobs,Hardware supplies,John Smith,New Mexico,$3.50,USD,$3.50,50,$175.00,Universal Supply Co.,50,$0.00,$175.00,"""The buyers' bargaining skills paid off, as they achieved a discount of 1.2% on their purchase from the supplier.""",1.2,$2.10
16/07/2023,2023,100805,Shower Curtains,Bathroom supplies,Jessica Brown,Nevada,$20.00,USD,$20.00,40,$800.00,Superior General Supplies,8,$640.00,$160.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
17/07/2023,2023,100805,Brackets,Hardware supplies,Jessica Brown,Utah,$1.00,USD,$1.00,22,$22.00,Superior General Supplies,20,$2.20,$19.80,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
18/07/2023,2023,100805,Rollerball Pens,School supplies,Jessica Brown,California,$1.50,USD,$1.50,26,$39.00,Superior General Supplies,26,$0.00,$39.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
19/07/2023,2023,100805,Bedding Sets,Home Decor,Jessica Brown,Washington,$80.00,USD,$80.00,19,"$1,520.00",Superior General Supplies,19,$0.00,"$1,520.00","""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
20/07/2023,2023,100805,Nails,Hardware supplies,Jessica Brown,New Mexico,$0.05,USD,$0.05,28,$1.40,Superior General Supplies,6,$1.12,$0.28,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
21/07/2023,2023,100805,Garden Forks,Gardening supplies,Jessica Brown,Colorado,$18.00,USD,$18.00,34,$612.00,Superior General Supplies,24,$183.60,$428.40,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
22/07/2023,2023,100805,Pliers,Hardware supplies,Jessica Brown,Washington,$8.00,USD,$8.00,30,$240.00,Superior General Supplies,30,$0.00,$240.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
23/07/2023,2023,100806,Greenhouses,Gardening supplies,Emily Johnson,Nevada,$300.00,CAD,$228.00,30,"$6,840.00",OmniSource Supplies,3,"$6,156.00",$684.00,""" """,0,$0.00
24/07/2023,2023,100807,Garden Statues,Gardening supplies,Jessica Brown,New Mexico,$40.00,USD,$40.00,18,$720.00,Superior General Supplies,7,$432.00,$288.00,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$30.96
25/07/2023,2023,100808,Bathroom Bins,Bathroom supplies,John Smith,Oregon,$15.00,USD,$15.00,19,$285.00,Universal Supply Co.,13,$85.50,$199.50,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$5.70
26/07/2023,2023,100809,Toilet Paper Holders,Bathroom supplies,Emily Johnson,California,$15.00,CAD,$11.40,26,$296.40,OmniSource Supplies,23,$29.64,$266.76,""" """,0,$0.00
27/07/2023,2023,100810,Wardrobe Cabinets,Home Decor,Emily Johnson,Washington,$80.00,CAD,$60.80,14,$851.20,OmniSource Supplies,14,$0.00,$851.20,""" """,0,$0.00
28/07/2023,2023,100811,Wind Chimes,Gardening supplies,Jessica Brown,Utah,$10.00,USD,$10.00,49,$490.00,Superior General Supplies,20,$294.00,$196.00,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$18.62
29/07/2023,2023,100812,Sanders,Hardware supplies,Emily Johnson,New Mexico,$80.00,CAD,$60.80,28,"$1,702.40",OmniSource Supplies,28,$0.00,"$1,702.40","""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
30/07/2023,2023,100812,Bolts,Hardware supplies,Emily Johnson,Washington,$0.15,CAD,$0.11,38,$4.33,OmniSource Supplies,38,$0.00,$4.33,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
31/07/2023,2023,100812,Fountain Pens,School supplies,Emily Johnson,Nevada,$3.00,CAD,$2.28,6,$13.68,OmniSource Supplies,6,$0.00,$13.68,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
01/08/2023,2023,100812,Bathroom Organizers,Bathroom supplies,Emily Johnson,Arizona,$20.00,CAD,$15.20,37,$562.40,OmniSource Supplies,37,$0.00,$562.40,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
02/08/2023,2023,100812,Kitchen Canisters,Home Decor,Emily Johnson,California,$30.00,CAD,$22.80,36,$820.80,OmniSource Supplies,22,$328.32,$492.48,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
03/08/2023,2023,100812,Tea Towels,Home Decor,Emily Johnson,Oregon,$8.00,CAD,$6.08,28,$170.24,OmniSource Supplies,28,$0.00,$170.24,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
04/08/2023,2023,100812,Wall Shelves,Home Decor,Emily Johnson,New Mexico,$30.00,CAD,$22.80,24,$547.20,OmniSource Supplies,17,$164.16,$383.04,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
05/08/2023,2023,100812,Disinfectant Spray,School supplies,Emily Johnson,Idaho,$3.50,CAD,$2.66,52,$138.32,OmniSource Supplies,47,$13.83,$124.49,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
06/08/2023,2023,100813,First Aid Kits,Hardware supplies,Christopher Jones,Utah,$20.00,USD,$20.00,20,$400.00,All-Purpose Depot,10,$200.00,$200.00,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$20.00
07/08/2023,2023,100813,Garden Arbors,Gardening supplies,Christopher Jones,Nevada,$60.00,USD,$60.00,26,"$1,560.00",All-Purpose Depot,26,$0.00,"$1,560.00","""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$78.00
08/08/2023,2023,100813,Vanity Mirrors,Bathroom supplies,Christopher Jones,Colorado,$40.00,USD,$40.00,31,"$1,240.00",All-Purpose Depot,31,$0.00,"$1,240.00","""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$62.00
09/08/2023,2023,100813,Decorative Cushions,Home Decor,Christopher Jones,Arizona,$18.00,USD,$18.00,22,$396.00,All-Purpose Depot,15,$118.80,$277.20,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$19.80
10/08/2023,2023,100813,Trash Bags,School supplies,Christopher Jones,Colorado,$2.50,USD,$2.50,27,$67.50,All-Purpose Depot,16,$27.00,$40.50,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$3.38
11/08/2023,2023,100813,Ironing Boards,Home Decor,Christopher Jones,Utah,$40.00,USD,$40.00,45,"$1,800.00",All-Purpose Depot,36,$360.00,"$1,440.00","""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$90.00
12/08/2023,2023,100813,Makeup Organizers,Home Decor,Christopher Jones,Washington,$25.00,USD,$25.00,9,$225.00,All-Purpose Depot,8,$22.50,$202.50,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$11.25
13/08/2023,2023,100814,Garden Kneelers,Gardening supplies,Christopher Jones,Washington,$15.00,USD,$15.00,44,$660.00,All-Purpose Depot,13,$462.00,$198.00,"""After tough negotiations, the buyers were disappointed to get 0% savings from the supplier.""",0,$0.00
14/08/2023,2023,100815,Trash Can,School supplies,Michael Williams,California,$10.00,USD,$10.00,9,$90.00,Global Essentials Inc.,9,$0.00,$90.00,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$5.04
15/08/2023,2023,100816,Gardening Gloves,Gardening supplies,Christopher Jones,Washington,$10.00,USD,$10.00,27,$270.00,All-Purpose Depot,27,$0.00,$270.00,"""After tough negotiations, the buyers were disappointed to get 0% savings from the supplier.""",0,$0.00
16/08/2023,2023,100817,Plant Hangers,Gardening supplies,Christopher Jones,Washington,$12.00,USD,$12.00,8,$96.00,All-Purpose Depot,2,$76.80,$19.20,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$9.60
17/08/2023,2023,100818,Glue Sticks,School supplies,John Smith,Oregon,$1.00,USD,$1.00,45,$45.00,Universal Supply Co.,27,$18.00,$27.00,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
18/08/2023,2023,100819,Kitchen Wall Art,Home Decor,Michael Williams,Nevada,$30.00,USD,$30.00,9,$270.00,Global Essentials Inc.,9,$0.00,$270.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$24.84
19/08/2023,2023,100820,Screwdrivers,Hardware supplies,Michael Williams,New Mexico,$5.00,USD,$5.00,51,$255.00,Global Essentials Inc.,15,$178.50,$76.50,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$18.62
20/08/2023,2023,100821,Clothes Hangers,Home Decor,Emily Johnson,Colorado,$10.00,CAD,$7.60,17,$129.20,OmniSource Supplies,3,$103.36,$25.84,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$9.43
21/08/2023,2023,100821,Bath Brushes,Bathroom supplies,Emily Johnson,Utah,$15.00,CAD,$11.40,30,$342.00,OmniSource Supplies,9,$239.40,$102.60,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$24.97
22/08/2023,2023,100821,Cotton Ball Holders,Bathroom supplies,Emily Johnson,California,$10.00,CAD,$7.60,6,$45.60,OmniSource Supplies,6,$0.00,$45.60,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$3.33
23/08/2023,2023,100821,Knee Pads,Hardware supplies,Emily Johnson,Nevada,$10.00,CAD,$7.60,40,$304.00,OmniSource Supplies,40,$0.00,$304.00,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$22.19
24/08/2023,2023,100821,Tape Measures,Hardware supplies,Emily Johnson,Washington,$3.50,CAD,$2.66,25,$66.50,OmniSource Supplies,18,$19.95,$46.55,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$4.85
25/08/2023,2023,100821,Bathroom Rugs,Bathroom supplies,Emily Johnson,Colorado,$15.00,CAD,$11.40,25,$285.00,OmniSource Supplies,3,$256.50,$28.50,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$20.81
26/08/2023,2023,100821,Calligraphy Pens,School supplies,Emily Johnson,Oregon,$2.50,CAD,$1.90,8,$15.20,OmniSource Supplies,2,$12.16,$3.04,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$1.11
27/08/2023,2023,100821,Shower Head Holders,Bathroom supplies,Emily Johnson,Arizona,$10.00,CAD,$7.60,31,$235.60,OmniSource Supplies,31,$0.00,$235.60,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$17.20
28/08/2023,2023,100822,Hard Hats,Hardware supplies,John Smith,California,$15.00,USD,$15.00,20,$300.00,Universal Supply Co.,20,$0.00,$300.00,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$23.40
